word,translate
grand,adj.宏伟的；豪华的；极重要的n.大钢琴；一千美元
duck,n.鸭子；鸭肉；（英）宝贝儿；零分v.闪避；没入水中
flu,n.流感
cattle,n.牛；牲畜（骂人的话）；家畜；无价值的人
tune,n.曲调；和谐；心情v.调整；使一致；为…调音
centimetre,n.厘米；公分
clerk,n.职员，办事员；店员；书记；记账员；<古>牧师，教士v.当销售员，当店员；当职员
stitch,n.针脚，线迹；一针v.缝，缝合
zebra,n.[脊椎]斑马adj.有斑纹的
campus,n.（大学）校园；大学，大学生活；校园内的草地
clay,n.[土壤]粘土；泥土；肉体；似黏土的东西vt.用黏土处理
ride,v.骑马；乘车；依靠；漂浮n.骑；乘坐；交通工具；可供骑行的路；（乘坐汽车等的）旅行；乘骑；（乘车或骑车的）短途旅程；供乘骑的游乐设施
intention,n.意图；目的；意向；愈合
alloy,v.使成合金；使减低成色n.合金
paralyze,v.使麻痹；使瘫痪
fix,v.使固定；修理；安装；准备n.困境；方位；贿赂
notify,v.通告，通知；公布
fine,adj.好的；优良的；细小的，精美的；健康的；晴朗的n.罚款v.罚款；澄清adv.很好地；精巧地
passion,n.激情；热情；酷爱；盛怒
wheat,n.小麦；小麦色
rice,n.稻；米饭v.把…捣成米糊状
savage,adj.野蛮的；残酷的；狂怒的；荒凉的n.未开化的人；粗鲁的人；残暴成性的人v.乱咬；粗暴的对待
cinema,n.电影；电影院；电影业，电影制作术
millimeter,n.[计量]毫米
clap,v.鼓掌，拍手；啪地关上n.鼓掌；拍手声
claw,n.爪；螯，钳；爪形器具v.用爪抓（或挖）
portray,v.描绘；扮演
librarian,n.图书馆员；图书管理员
horn,n.喇叭，号角；角v.装角于
incorporate,v.包含，吸收；体现；把……合并adj.合并的；一体化的；组成公司的
hose,n.软管；长筒袜；男性穿的紧身裤v.用软管浇水；痛打
barn,n.谷仓；畜棚；车库；靶（核反应截面单位）vt.把…贮存入仓
auxiliary,n.助动词；辅助者，辅助物；附属机构adj.辅助的；副的；附加的
spacecraft,n.[航]宇宙飞船，航天器
bare,adj.空的；赤裸的，无遮蔽的v.露出，使赤裸n.(Bare)人名；(英)贝尔
condense,v.浓缩；凝结
thunder,n.雷；轰隆声；恐吓v.打雷；怒喝
microphone,n.扩音器，麦克风
duplicate,v.复制；使加倍n.副本；复制品adj.复制的；二重的
maths,n.数学（等于mathematics）
neutral,adj.中立的，中性的；中立国的；非彩色的n.中立国；中立者；非彩色；齿轮的空档
worship,n.崇拜；礼拜；尊敬v.崇拜；尊敬；爱慕
stationery,n.文具；信纸
divert,v.转移；使…欢娱；使…转向n.(Divert)人名；(法)迪韦尔
liner,n.班轮，班机；衬垫；画线者
linen,n.亚麻布，亚麻线；亚麻制品adj.亚麻的；亚麻布制的
queer,adj.奇怪的；同性恋的；不舒服的；心智不平衡的v.搞糟；使陷于不利地位n.同性恋者；怪人；伪造的货币
practise,v.练习，实践；实施，实行；从事
butcher,v.屠杀n.屠夫
beware,v.当心，小心
jargon,n.行话，术语；黄锆石
bath,n.沐浴；浴室；浴盆v.洗澡
trousers,n.裤子，长裤
tilt,v.倾斜；翘起；以言词或文字抨击n.倾斜
salvation,n.拯救；救助
nerve,n.神经；勇气；[植]叶脉v.鼓起勇气
edible,adj.可食用的n.食品；食物
reproach,n.责备；耻辱v.责备；申斥
tile,n.瓷砖，瓦片v.铺以瓦；铺以瓷砖
aunt,n.阿姨；姑妈；伯母；舅妈
gratitude,n.感谢（的心情）；感激
psychiatry,n.精神病学；精神病治疗法
conviction,n.定罪；确信；证明有罪；确信，坚定的信仰
ditch,v.在…上掘沟；把…开入沟里；丢弃n.沟渠；壕沟
qualify,v.限制；使具有资格；证明…合格
bounce,n.跳；弹力；活力v.弹跳；使弹起
cock,n.公鸡；龙头；雄鸟；头目v.使竖起；使耸立；使朝上
kiss,v.吻；（风等）轻拂n.吻；轻拂
band,n.带，环；[物]波段；(演奏流行音乐的)乐队v.用带绑扎；给镶边
terminal,n.末端；终点；终端机；极限adj.末端的；终点的；晚期的
diversion,n.转移；消遣；分散注意力
scramble,v.攀登；使混杂，仓促凑成；扰乱n.抢夺，争夺；混乱，混乱的一团；爬行，攀登
specimen,n.样品，样本；标本
friendship,n.友谊；友爱；友善
invasion,n.入侵，侵略；侵袭；侵犯
parasite,n.寄生虫；食客
bang,n.刘海；重击；突然巨响adv.直接地；砰然地；突然巨响地v.重击；发巨响
seemingly,adv.看来似乎；表面上看来
vital,adj.至关重要的；生死攸关的；有活力的n.(Vital)人名；(法、德、意、俄、葡)维塔尔；(西)比塔尔
textbook,n.教科书，课本
cream,n.奶油，乳脂；精华；面霜；乳酪
orbit,n.轨道；眼眶；势力范围；生活常规v.盘旋；绕轨道运行
tame,adj.驯服的；平淡的；乏味的；顺从的v.驯养；使变得平淡；制服n.(Tame)人名；(捷)塔梅
accustomed,adj.习惯的；通常的；独有的v.使习惯于（accustom的过去分词）
van,n.先锋；厢式货车；增值网vt.用车搬运
concise,adj.简明的，简洁的
emperor,n.皇帝，君主
powder,n.粉；粉末；[化工][军]火药；尘土v.使成粉末；撒粉；搽粉于
fare,v.经营；进展；遭遇；过活n.票价；费用；旅客；食物
blaze,v.在树皮上刻路标；公开宣布n.火焰，烈火；光辉；情感爆发
flock,n.群；棉束（等于floc）v.用棉束填满
lad,n.少年，小伙子；家伙
shepherd,v.牧羊；带领；指导；看管n.牧羊人；牧师；指导者
ally,n.同盟国；伙伴；同盟者；助手v.使联盟；使联合
ache,v.疼痛；渴望n.疼痛
tale,n.故事；传说；叙述；流言蜚语
predominant,adj.主要的；卓越的；支配的；有力的；有影响的
lap,n.一圈；膝盖；下摆；山坳v.使重叠；拍打；包围
offset,n.抵消，补偿；平版印刷；支管v.抵消；弥补；用平版印刷术印刷
tall,adj.高的；长的；过分的；夸大的adv.夸大地n.(Tall)人名；(马里、阿拉伯)塔勒；(芬、罗、瑞典)塔尔；(英)托尔；(土)塔勒
coat,n.外套v.覆盖…的表面
calendar,n.日历；[天]历法；日程表v.将…列入表中；将…排入日程表
dazzle,n.耀眼的光；灿烂v.使……目眩；使……眼花
anniversary,n.周年纪念日
cable,n.缆绳；电缆；海底电报v.打电报
kite,n.风筝v.使用空头支票；像风筝一样飞；轻快地移动
disrupt,v.破坏；使瓦解；使分裂；使中断；使陷于混乱adj.分裂的，中断的；分散的
acid,n.酸；<俚>迷幻药adj.酸的；讽刺的；刻薄的
retrieve,v.[计]检索；恢复；重新得到n.[计]检索；恢复，取回
vitamin,n.[生化]维生素；[生化]维他命
fruitful,adj.富有成效的；多产的；果实结得多的
peanut,n.花生
thermal,adj.热的；热量的；保热的n.上升的热气流
shuttle,n.航天飞机；穿梭；梭子；穿梭班机、公共汽车等v.使穿梭般来回移动；短程穿梭般运送
cue,n.提示，暗示；线索v.给…暗示
historic,adj.有历史意义的；历史上著名的
hatred,n.憎恨；怨恨；敌意
stroke,n.（游泳或划船的）划；中风；（打、击等的）一下；冲程；（成功的）举动；尝试；轻抚v.（用笔等）画；轻抚；轻挪；敲击；划尾桨；划掉；（打字时）击打键盘
torment,v.折磨，使痛苦；纠缠，作弄n.痛苦，苦恼；痛苦的根源
numerous,adj.许多的，很多的
burglar,n.夜贼，窃贼
privacy,n.隐私；秘密；隐居；隐居处
strawberry,n.草莓；草莓色
antenna,n.[电讯]天线；[动]触角，[昆]触须
recorder,n.录音机；记录器；记录员；八孔直笛
creep,v.爬行；蔓延；慢慢地移动；起鸡皮疙瘩n.爬行；毛骨悚然的感觉；谄媚者
inflation,n.膨胀；通货膨胀；夸张；自命不凡
compartment,n.[建]隔间；区划；卧车上的小客房vt.分隔；划分
incident,n.事件，事变；插曲adj.[光]入射的；附带的；易发生的，伴随而来的
shore,v.支撑，使稳住；用支柱撑住n.海滨；支柱
pardon,n.原谅；赦免；宽恕v.原谅；赦免；宽恕
empire,n.帝国；帝王统治，君权
ministry,n.（政府的）部门
tape,n.胶带；磁带；带子；卷尺v.录音；用带子捆扎；用胶布把…封住
holy,adj.圣洁的，神圣的；至善的n.神圣的东西
fiber,n.纤维；光纤（等于fibre）
quiz,n.考查；恶作剧；课堂测验v.挖苦；张望；对…进行测验
melody,n.旋律；歌曲；美妙的音乐
fertile,adj.富饶的，肥沃的；能生育的
portion,n.部分；一份；命运v.分配；给…嫁妆
manuscript,n.[图情]手稿；原稿adj.手写的
green,adj.绿色的；青春的n.绿色；青春v.使…变绿色
greet,v.欢迎，迎接；致敬，致意；映入眼帘n.(Greet)人名；(英)格里特
famine,n.饥荒；饥饿，奇缺
hollow,adj.空的；中空的，空腹的；凹的；虚伪的n.洞；山谷；窟窿v.使成为空洞adv.彻底地；无用地
narrative,n.叙述；故事；讲述adj.叙事的，叙述的；叙事体的
nylon,n.尼龙，[纺]聚酰胺纤维；尼龙袜
snap,v.突然折断，拉断；猛咬；啪地关上n.猛咬；劈啪声；突然折断adj.突然的
defect,n.缺点，缺陷；不足之处v.变节；叛变
dragon,n.龙；凶暴的人，凶恶的人；严厉而有警觉性的女人
acre,n.土地，地产；英亩
honest,adj.诚实的，实在的；可靠的；坦率的
postage,n.邮资，邮费
revolt,v.反抗；反叛；反感，厌恶n.反抗；叛乱；反感
preposition,n.介词；前置词
flood,v.淹没；充满；溢出n.洪水；泛滥；一大批
aircraft,n.飞机，航空器
liver,n.肝脏；生活者，居民
invade,v.侵略；侵袭；侵扰；涌入
necklace,n.项链
rabbit,n.兔子，野兔v.让…见鬼去吧
commonwealth,n.联邦；共和国；国民整体
defeat,v.击败，战胜；挫败；使…失败n.失败的事实；击败的行为
giggle,v.傻笑；咯咯地笑n.吃吃的笑
remnant,n.剩余adj.剩余的
sparkle,n.闪耀；火花；活力v.使闪耀；使发光
resolution,n.[物]分辨率；决议；解决；决心
shove,v.挤；强使；撞；猛推n.推；挤
reassure,v.使…安心，使消除疑虑
seal,n.密封；印章；海豹；封条；标志v.密封；盖章
seam,n.缝；接缝v.缝合；接合；使留下伤痕
leaflet,n.小叶；传单
vocabulary,n.词汇；词表；词汇量
provision,n.规定；条款；准备；[经]供应品v.供给…食物及必需品
notwithstanding,adv.尽管，仍然prep.尽管，虽然conj.虽然
motel,n.汽车旅馆
convenient,adj.方便的；[废语]适当的；[口语]近便的；实用的
wife,n.妻子，已婚妇女；夫人
locality,n.所在；位置；地点
meditate,v.考虑；计划；企图
blueprint,v.计划；制成蓝图n.蓝图，设计图；计划
shout,v.呼喊；喊叫；大声说n.呼喊；呼叫
dynasty,n.王朝，朝代
horsepower,n.马力（功率单位）
yellow,adj.黄色的；黄皮肤的n.黄色；黄种人；黄色颜料v.使变黄或发黄
garbage,n.垃圾；废物
sunshine,n.阳光；愉快；晴天；快活
fourteen,num.十四；十四个；第十四n.十四的记号；十四岁；十四点钟；十五世纪
bureau,n.局，处；衣柜；办公桌
certify,v.证明；保证
static,adj.静态的；静电的；静力的n.静电；静电干扰
panda,n.熊猫；猫熊
log,v.伐木n.记录；航行日志；原木
tangle,n.纠纷；混乱状态v.使纠缠；处于混乱状态
magnificent,adj.高尚的；壮丽的；华丽的；宏伟的
marvelous,adj.了不起的；非凡的；令人惊异的；不平常的
swear,v.发誓；咒骂n.宣誓；诅咒
blade,n.叶片；刀片，刀锋；剑
magnetic,adj.地磁的；有磁性的；有吸引力的
sniff,v.嗅；嗤之以鼻n.吸，闻；嗤之以鼻；气味；以鼻吸气；吸气声
sweat,v.使出汗；流出；使干苦活；剥削；藉出汗减轻；焦急地期待n.汗；水珠；焦急；苦差使
ugly,adj.丑陋的；邪恶的；令人厌恶的
graphic,adj.形象的；图表的；绘画似的
territory,n.领土，领域；范围；地域；版图
drunk,v.喝酒（drink的过去分词）adj.喝醉了的
captain,n.队长，首领；船长；上尉；海军上校v.指挥；率领
vicinity,n.邻近，附近；近处
puppet,n.木偶；傀儡；受他人操纵的人
offspring,n.后代，子孙；产物
landlord,n.房东，老板；地主
stagger,v.蹒跚；使交错；使犹豫n.蹒跚；交错安排adj.交错的；错开的
nineteen,num.十九
seed,n.种子；根据；精液；萌芽；子孙；原由v.播种；结实；成熟；去…籽
cosmic,adj.宇宙的（等于cosmical）
plentiful,adj.丰富的；许多的；丰饶的；众多的
comb,n.梳子；蜂巢；鸡冠v.梳头发；梳毛
singular,adj.单数的；单一的；非凡的；异常的n.单数
handful,n.少数；一把；棘手事
oxide,n.[化学]氧化物
kindergarten,n.幼儿园；幼稚园
actress,n.女演员
fisherman,n.渔夫；渔人
adore,v.崇拜；爱慕；喜爱；极喜欢n.(Adore)人名；(法)阿多尔
turbine,n.[动力]涡轮；[动力]涡轮机
cop,v.抓住n.巡警，警官
cow,n.奶牛，母牛；母兽v.威胁，恐吓
meantime,n.其时，其间adv.同时；其间
frontier,n.前沿；边界；国境adj.边界的；开拓的
cylinder,n.圆筒；汽缸；[数]柱面；圆柱状物
sweep,v.扫除；猛拉；掸去n.打扫，扫除；范围；全胜
december,n.十二月
cosy,adj.舒适的；惬意的n.保温罩
hound,v.追猎；烦扰；激励n.猎犬；卑劣的人
hurricane,n.飓风，暴风
corn,n.（美）玉米；（英）谷物；[皮肤]鸡眼v.腌；使成颗粒
traitor,n.叛徒；卖国贼；背信弃义的人
federation,n.联合；联邦；联盟；联邦政府
pirate,n.海盗；盗版；侵犯专利权者v.掠夺；翻印；剽窃
profile,n.侧面；轮廓；外形；剖面；简况v.描…的轮廓；扼要描述
thrust,n.[力]推力；刺v.插；插入；推挤
camera,n.照相机；摄影机
fluent,adj.流畅的，流利的；液态的；畅流的
cabinet,n.内阁；橱柜；展览艺术品的小陈列室adj.内阁的；私下的，秘密的
harassment,n.骚扰；烦恼
sacred,adj.神的；神圣的；宗教的；庄严的
threshold,n.入口；门槛；开始；极限；临界值
owing,adj.未付的；欠着的v.欠；把…归功于（owe的ing形式）
unit,n.单位，单元；装置；[军]部队；部件
nationality,n.国籍，国家；民族；部落
usage,n.使用；用法；惯例
potato,n.[作物]土豆，[作物]马铃薯
cord,n.绳索；束缚v.用绳子捆绑
deficit,n.赤字；不足额
fracture,n.破裂，断裂；[外科]骨折v.破裂；折断
bandage,n.绷带v.用绷带包扎
downward,adj.向下的，下降的adv.向下
platform,n.平台；月台，站台；坛；讲台
tidy,adj.整齐的；相当大的v.整理；收拾；弄整齐n.椅子的背罩
goat,n.山羊；替罪羊（美俚）；色鬼（美俚）
greedy,adj.贪婪的；贪吃的；渴望的
slender,adj.细长的；苗条的；微薄的
migrate,v.移动；随季节而移居；移往
cushion,n.垫子；起缓解作用之物；（猪等的）臀肉；银行储蓄v.给…安上垫子；把…安置在垫子上；缓和…的冲击
scrap,n.碎片；残余物；打架；少量v.废弃；使解体；拆毁adj.废弃的；零碎的
